isogroup47480_c0_g2	K13525
isogroup74136_c0_g1	K25219
isogroup75961_c0_g1	K10877
isogroup78961_c2_g2	K04427
isogroup78545_c2_g1	K20465
isogroup76468_c0_g1	K06641
isogroup73110_c0_g1	K10104
isogroup55476_c0_g1	K00789
isogroup73799_c1_g1	K04497
isogroup113800_c0_g1	K12404
isogroup76737_c0_g1	K21932
isogroup33938_c0_g1	K04097
isogroup9159_c0_g1	K03242
isogroup44760_c0_g1	K12833
isogroup73527_c3_g2	K12667
isogroup55077_c0_g1	K04440
isogroup72644_c1_g1	K15837
isogroup64264_c0_g1	K02183
isogroup65678_c0_g1	K06072
isogroup66425_c7_g1	K11276
isogroup45039_c0_g1	K12823
isogroup13152_c0_g1	K00760
isogroup72652_c2_g1	K01647
isogroup31128_c0_g1	K20407
isogroup77641_c1_g1	K20358
isogroup74457_c0_g1	K12188
isogroup81435_c0_g1	K18752
isogroup1468_c0_g1	K01054
isogroup66792_c0_g3	K20098
isogroup70915_c0_g1	K11793
isogroup78193_c0_g1	K12382
isogroup49579_c0_g1	K17387
isogroup70680_c0_g1	K10436
isogroup64874_c0_g1	K17266
isogroup79299_c0_g1	K08860
isogroup69752_c3_g1	K01092
isogroup78761_c2_g2	K13366
isogroup70731_c0_g1	K03265
isogroup52642_c0_g1	K06086
isogroup78144_c1_g1	K15424
isogroup74681_c2_g2	K15223
isogroup70000_c4_g8	K08803
isogroup76280_c1_g1	K18245
isogroup76435_c0_g5	K24225
isogroup53260_c0_g2	K04372
isogroup7765_c0_g1	K02946
isogroup42896_c0_g1	K01611
isogroup95772_c0_g1	K20472
isogroup70495_c2_g1	K09848
isogroup71847_c4_g3	K06839
isogroup122550_c0_g1	K09497
isogroup74847_c0_g4	K09091
isogroup50020_c0_g1	K08811
isogroup68564_c0_g1	K10382
isogroup96516_c0_g1	K02864
isogroup65893_c0_g1	K04794
isogroup66117_c0_g1	K19179
isogroup70714_c4_g1	K07374
isogroup87725_c0_g1	K00416
isogroup77263_c7_g1	K17989
isogroup64422_c0_g1	K08059
isogroup70607_c0_g1	K12946
isogroup98527_c0_g1	K11974
isogroup73577_c2_g1	K18646
isogroup1907_c0_g1	K05724
isogroup71373_c0_g1	K14552
isogroup70360_c0_g1	K02936
isogroup80166_c0_g1	K12832
isogroup70047_c2_g2	K04794
isogroup61724_c0_g1	K06238
isogroup72968_c6_g4	K04079
isogroup78716_c1_g3	K06841
isogroup72555_c0_g1	K14415
isogroup24355_c0_g1	K06272
isogroup68359_c1_g5	K08516
isogroup4190_c0_g1	K03949
isogroup75221_c1_g1	K03024
isogroup6255_c0_g1	K02946
isogroup73660_c0_g1	K11315
isogroup99431_c0_g1	K01116
isogroup41367_c0_g1	K05768
isogroup97203_c0_g1	K10735
isogroup67454_c9_g2	K17943
isogroup7211_c0_g1	K01279
isogroup74511_c1_g3	K04382
isogroup76310_c1_g5	K16609
isogroup77167_c0_g2	K01565
isogroup72731_c2_g1	K10481
isogroup68057_c0_g1	K20472
isogroup12801_c0_g1	K05909
isogroup698_c0_g1	K15119
isogroup42445_c0_g1	K02993
isogroup77271_c0_g2	K14575
isogroup42401_c0_g1	K21444
isogroup72142_c1_g3	K08492
isogroup69418_c2_g5	K03231
isogroup74429_c2_g1	K14807
isogroup78331_c1_g1	K00910
isogroup8524_c0_g1	K01166
isogroup12138_c0_g1	K21444
isogroup58163_c0_g1	K12827
isogroup72988_c0_g1	K17681
isogroup101404_c0_g1	K14429
isogroup6998_c0_g1	K00799
isogroup76047_c0_g3	K14832
isogroup68143_c2_g2	K02873
isogroup68927_c0_g1	K15177
isogroup65095_c0_g3	K17276
isogroup72242_c3_g1	K18627
isogroup64996_c0_g1	K06634
isogroup71935_c0_g1	K20408
isogroup60690_c0_g1	K05759
isogroup59492_c0_g2	K18733
isogroup74579_c3_g1	K24839
isogroup57542_c0_g1	K12836
isogroup47767_c1_g1	K04560
isogroup116105_c0_g1	K01206
isogroup78575_c2_g1	K10421
isogroup73994_c0_g2	K04718
isogroup67586_c0_g9	K05762
isogroup67530_c0_g1	K00541
isogroup55369_c0_g1	K07937
isogroup59136_c0_g2	K05655
isogroup78341_c0_g1	K18529
isogroup62074_c0_g1	K17732
isogroup54597_c0_g1	K03349
isogroup79324_c8_g1	K17915
isogroup75149_c0_g1	K22614
isogroup8692_c0_g1	K18204
isogroup68020_c0_g1	K01359
isogroup74827_c1_g3	K04739
isogroup72727_c6_g1	K09527
isogroup46700_c0_g1	K10577
isogroup69661_c7_g1	K21595
isogroup48816_c0_g2	K13431
isogroup78388_c1_g1	K12641
isogroup61041_c0_g1	K13886
isogroup47102_c0_g1	K10443
isogroup66404_c0_g1	K03253
isogroup76930_c0_g5	K13855
isogroup75612_c3_g2	K18756
isogroup72429_c0_g2	K18405
isogroup83231_c0_g1	K20126
isogroup71974_c2_g1	K04443
isogroup13552_c0_g1	K24637
isogroup71833_c0_g2	K13711
isogroup74693_c1_g1	K20071
isogroup61014_c0_g1	K04550
isogroup63122_c1_g1	K17286
isogroup76973_c2_g1	K16608
isogroup78298_c1_g4	K06236
isogroup67996_c3_g2	K04515
isogroup68359_c1_g1	K08516
isogroup70617_c0_g1	K16743
isogroup79008_c2_g1	K06237
isogroup74805_c1_g2	K06233
isogroup29103_c0_g1	K13697
isogroup69690_c0_g1	K02978
isogroup76413_c1_g1	K00033
isogroup11477_c0_g1	K08134
isogroup65968_c0_g1	K06832
isogroup69351_c0_g8	K19511
isogroup68816_c0_g1	K21955
isogroup69267_c0_g2	K03232
isogroup74238_c0_g3	K10408
isogroup77424_c1_g5	K15013
isogroup72238_c0_g1	K00541
isogroup65957_c7_g1	K00629
isogroup77477_c0_g4	K03283
isogroup72529_c2_g6	K07442
isogroup77617_c0_g2	K22754
isogroup114678_c0_g1	K09597
isogroup71414_c1_g1	K00109
isogroup69397_c1_g2	K01539
isogroup65582_c2_g2	K11594
isogroup78558_c2_g1	K04521
isogroup35272_c0_g1	K02126
isogroup46567_c0_g1	K01883
isogroup56348_c0_g2	K06237
isogroup50757_c0_g1	K06793
isogroup78353_c0_g1	K10380
isogroup70396_c3_g5	K02960
isogroup73679_c1_g1	K23854
isogroup30281_c0_g1	K10660
isogroup72868_c2_g2	K03139
isogroup75128_c1_g1	K10356
isogroup77036_c0_g1	K21198
isogroup74449_c0_g8	K10612
isogroup71078_c0_g1	K14815
isogroup69894_c1_g3	K01867
isogroup68171_c3_g7	K23490
isogroup74054_c1_g3	K23820
isogroup74905_c0_g2	K06639
isogroup28819_c0_g1	K02896
isogroup65326_c0_g3	K00522
isogroup68857_c12_g1	K05692
isogroup68559_c1_g5	K13304
isogroup69701_c0_g1	K01519
isogroup75489_c1_g2	K23209
isogroup55527_c0_g1	K01555
isogroup67437_c0_g1	K09276
isogroup68420_c0_g3	K15186
isogroup60831_c0_g2	K04507
isogroup3693_c0_g1	K03233
isogroup74889_c1_g1	K17277
isogroup77794_c0_g1	K19466
isogroup72890_c7_g12	K22754
isogroup73403_c0_g1	K12757
isogroup89455_c0_g1	K20292
isogroup76778_c1_g1	K15442
isogroup78056_c1_g1	K20317
isogroup74742_c0_g3	K18669
isogroup15257_c0_g1	K10356
isogroup76467_c6_g1	K11547
isogroup69582_c2_g1	K09458
isogroup75799_c0_g1	K08770
isogroup75514_c0_g1	K11493
isogroup71715_c5_g4	K07374
isogroup77640_c7_g4	K13126
isogroup75971_c0_g2	K00844
isogroup54190_c0_g1	K06532
isogroup70416_c1_g2	K18024
isogroup76289_c6_g2	K12382
isogroup104839_c0_g1	K01021
isogroup66200_c0_g1	K03262
isogroup74802_c0_g1	K17583
isogroup73716_c1_g5	K01363
isogroup52152_c0_g2	K01464
isogroup67734_c3_g3	K17339
isogroup60997_c0_g1	K03253
isogroup13875_c0_g1	K08465
isogroup70923_c0_g3	K09602
isogroup67132_c3_g6	K02925
isogroup72649_c2_g1	K09191
isogroup44513_c0_g1	K04097
isogroup73746_c2_g2	K02969
isogroup57865_c0_g2	K09498
isogroup103125_c0_g1	K00728
isogroup74191_c0_g2	K23554
isogroup67785_c4_g3	K07374
isogroup69855_c2_g1	K03123
isogroup65969_c0_g2	K00522
isogroup65571_c0_g1	K12199
isogroup67946_c2_g6	K02900
isogroup71264_c0_g1	K14455
isogroup8898_c0_g1	K09567
isogroup75709_c6_g1	K20642
isogroup59052_c0_g2	K10348
isogroup68634_c7_g1	K14788
isogroup69419_c0_g1	K01050
isogroup72097_c1_g1	K23505
isogroup78328_c0_g1	K12304
isogroup70459_c1_g1	K09848
isogroup76781_c0_g1	K14312
isogroup77104_c1_g1	K04352
isogroup39846_c0_g1	K24485
isogroup77174_c1_g5	K08823
isogroup79927_c0_g1	K20643
isogroup12860_c0_g1	K03262
isogroup57642_c0_g1	K10591
isogroup122249_c0_g1	K12739
isogroup100994_c0_g1	K03768
isogroup70151_c1_g5	K07874
isogroup69138_c1_g1	K04674
isogroup71582_c1_g2	K17575
isogroup65526_c0_g1	K01712
isogroup67447_c0_g1	K01816
isogroup96595_c0_g1	K16938
isogroup62497_c0_g2	K06233
isogroup74279_c1_g1	K15503
isogroup114032_c0_g1	K18423
isogroup71509_c1_g1	K14559
isogroup71721_c1_g2	K01772
isogroup69333_c0_g1	K17341
isogroup44570_c0_g1	K12403
isogroup76453_c0_g1	K08150
isogroup70150_c5_g2	K02151
isogroup71520_c1_g1	K01279
isogroup124602_c0_g1	K10523
isogroup72517_c2_g1	K09848
isogroup75702_c2_g2	K10380
isogroup74167_c0_g2	K07933
isogroup69691_c0_g8	K11254
isogroup74359_c1_g1	K17086
isogroup54113_c0_g1	K03654
isogroup77121_c2_g1	K04515
isogroup51244_c0_g1	K11153
isogroup72027_c1_g7	K12191
isogroup76083_c4_g1	K20042
isogroup68686_c0_g1	K16774
isogroup67892_c1_g7	K06115
isogroup76422_c0_g3	K03062
isogroup120732_c0_g1	K02355
isogroup67903_c1_g2	K00699
isogroup68817_c0_g2	K11517
isogroup78687_c3_g5	K05850
isogroup62545_c0_g1	K17495
isogroup54364_c0_g1	K20241
isogroup88046_c0_g1	K03130
isogroup46283_c0_g1	K12868
isogroup14224_c0_g1	K09495
isogroup62943_c0_g2	K16669
isogroup74575_c1_g2	K07880
isogroup23658_c0_g1	K08738
isogroup72337_c0_g2	K02942
isogroup72225_c0_g2	K08860
isogroup66749_c0_g1	K01275
isogroup69639_c3_g2	K04615
isogroup92549_c0_g1	K07937
isogroup74226_c0_g1	K22827
isogroup9527_c0_g1	K00974
isogroup75634_c5_g1	K03083
isogroup77123_c3_g1	K18533
isogroup74157_c2_g1	K02997
isogroup75854_c0_g2	K10455
isogroup53761_c0_g1	K09408
isogroup70592_c0_g3	K22614
isogroup119441_c0_g1	K11143
isogroup55817_c0_g4	K00850
isogroup26426_c0_g1	K03134
isogroup64125_c0_g1	K17081
isogroup77929_c0_g1	K19870
isogroup78076_c0_g1	K05728
isogroup74009_c6_g1	K02503
isogroup77289_c3_g5	K00863
isogroup44275_c0_g1	K04097
isogroup64958_c13_g1	K02880
isogroup65952_c0_g2	K02936
isogroup67069_c0_g3	K10807
isogroup67710_c1_g3	K05643
isogroup72125_c1_g1	K09848
isogroup78931_c0_g1	K11835
isogroup65614_c0_g1	K06271
isogroup70911_c0_g1	K02871
isogroup119406_c0_g1	K07297
isogroup113288_c0_g1	K01869
isogroup100098_c0_g1	K10735
isogroup76617_c0_g1	K01634
isogroup69070_c4_g2	K17233
isogroup70887_c7_g1	K11407
isogroup111274_c0_g1	K22145
isogroup87644_c0_g1	K13177
isogroup75295_c1_g3	K17868
isogroup64286_c0_g1	K11275
isogroup82315_c0_g1	K03654
isogroup71525_c1_g2	K14947
isogroup74552_c2_g1	K02927
isogroup75632_c3_g6	K18465
isogroup65952_c0_g3	K02936
isogroup73299_c0_g4	K00452
isogroup77978_c0_g1	K11540
isogroup56439_c0_g2	K03037
isogroup52558_c0_g2	K13126
isogroup58422_c0_g1	K22125
isogroup70120_c0_g1	K00019
isogroup70896_c4_g1	K16197
isogroup77127_c5_g2	K05606
isogroup79084_c2_g1	K19947
isogroup78880_c1_g1	K10408
isogroup65622_c4_g2	K03283
isogroup61649_c0_g1	K22125
isogroup43450_c0_g1	K06711
isogroup50403_c0_g1	K08892
isogroup65038_c0_g1	K06699
isogroup65343_c0_g3	K06174
isogroup70707_c3_g1	K15129
isogroup116179_c0_g1	K10587
isogroup63251_c0_g1	K02727
isogroup72801_c0_g2	K00079
isogroup66966_c8_g1	K12158
isogroup41655_c0_g1	K11884
isogroup58025_c0_g1	K00827
isogroup36445_c0_g1	K22653
isogroup69730_c5_g4	K16910
isogroup76945_c0_g2	K04416
isogroup91935_c0_g1	K16628
isogroup72222_c4_g1	K11731
isogroup75340_c4_g1	K10271
isogroup78251_c0_g3	K05724
isogroup63193_c0_g1	K08870
isogroup75897_c1_g1	K03035
isogroup67904_c0_g1	K12566
isogroup51130_c0_g1	K00816
isogroup5009_c0_g1	K05870
isogroup77985_c1_g1	K09848
isogroup71807_c1_g1	K20656
isogroup74466_c0_g2	K16910
isogroup77785_c1_g1	K03258
isogroup52307_c0_g1	K01373
isogroup78692_c1_g1	K16507
isogroup69176_c2_g1	K16796
isogroup77819_c2_g1	K14799
isogroup70262_c1_g2	K16811
isogroup66665_c6_g6	K07375
isogroup76435_c0_g4	K24225
isogroup44158_c0_g1	K03250
isogroup957_c0_g1	K04958
isogroup67963_c2_g1	K07916
isogroup49345_c0_g1	K14381
isogroup76099_c0_g1	K01965
isogroup60672_c0_g1	K03966
isogroup50175_c0_g1	K14800
isogroup70763_c2_g1	K24469
isogroup40936_c0_g1	K12197
isogroup72443_c6_g3	K11279
isogroup70008_c2_g2	K04382
isogroup73936_c0_g1	K03248
isogroup71247_c0_g1	K11803
isogroup65584_c0_g1	K04077
isogroup71700_c0_g1	K22991
isogroup78106_c0_g1	K20404
isogroup76709_c0_g1	K09552
isogroup68389_c1_g1	K13376
isogroup60835_c0_g1	K16944
isogroup69047_c0_g4	K02737
isogroup64863_c0_g1	K03260
isogroup74116_c0_g1	K12391
isogroup68377_c1_g1	K02898
isogroup72853_c0_g1	K15436
isogroup67221_c0_g1	K11468
isogroup44622_c0_g2	K02602
isogroup77885_c0_g1	K19626
isogroup76948_c1_g2	K16343
isogroup63425_c1_g1	K11974
isogroup26568_c0_g1	K00306
isogroup67925_c0_g1	K12186
isogroup65728_c0_g1	K05754
isogroup77600_c1_g1	K06674
isogroup76077_c2_g5	K22641
isogroup78175_c1_g1	K08803
isogroup57726_c0_g2	K14966
isogroup87329_c0_g1	K13783
isogroup67402_c1_g1	K03136
isogroup52420_c1_g1	K17095
isogroup70959_c3_g2	K15439
isogroup70555_c2_g1	K13110
isogroup61239_c0_g1	K10609
isogroup56414_c0_g1	K17513
isogroup37004_c0_g1	K03781
isogroup76053_c2_g1	K04497
isogroup76110_c0_g1	K17503
isogroup77732_c0_g1	K24037
isogroup66822_c1_g2	K08106
isogroup79890_c0_g1	K04382
isogroup63179_c0_g1	K14073
isogroup74569_c3_g1	K08770
isogroup63756_c0_g1	K03232
isogroup67114_c5_g5	K03660
isogroup68006_c0_g1	K14163
isogroup61402_c0_g1	K00261
isogroup71419_c2_g3	K01050
isogroup17801_c0_g1	K03024
isogroup36469_c0_g1	K14396
isogroup122270_c0_g1	K12035
isogroup51122_c0_g1	K09203
isogroup113176_c0_g1	K09565
isogroup64035_c0_g1	K18467
isogroup67810_c2_g1	K04420
isogroup68479_c0_g1	K12035
isogroup47273_c0_g1	K02731
isogroup72346_c0_g1	K00826
isogroup77226_c2_g1	K00688
isogroup74833_c1_g6	K15719
isogroup76226_c3_g1	K16506
isogroup64780_c0_g1	K14618
isogroup76239_c2_g5	K02132
isogroup70384_c7_g4	K01689
isogroup121328_c0_g1	K23488
isogroup32314_c0_g1	K00022
isogroup78572_c0_g2	K13524
isogroup66856_c0_g1	K12160
isogroup71318_c5_g2	K08139
isogroup70723_c0_g1	K17570
isogroup77518_c1_g2	K11984
isogroup105080_c0_g1	K11247
isogroup97337_c0_g1	K13096
isogroup78598_c8_g1	K07304
isogroup74678_c13_g4	K15410
isogroup77427_c0_g1	K19787
isogroup68504_c1_g3	K01874
isogroup74571_c0_g2	K07575
isogroup76543_c2_g1	K19862
isogroup71877_c1_g1	K10357
isogroup78835_c0_g1	K21596
isogroup70425_c6_g2	K04077
isogroup52939_c0_g1	K02923
isogroup69873_c12_g5	K08057
isogroup74133_c0_g3	K12173
isogroup67394_c0_g1	K07901
isogroup73829_c0_g1	K11850
isogroup68505_c0_g1	K15685
isogroup74704_c0_g1	K17461
isogroup70424_c3_g2	K06052
isogroup56204_c0_g1	K04715
isogroup75432_c0_g1	K17675
isogroup70116_c2_g1	K18163
isogroup66449_c0_g1	K05673
isogroup71297_c5_g7	K07901
isogroup69807_c1_g1	K20477
isogroup71667_c0_g1	K17080
isogroup74121_c0_g2	K14293
isogroup76307_c0_g1	K19759
isogroup73161_c1_g1	K16531
isogroup72136_c4_g1	K10179
isogroup46178_c0_g2	K17598
isogroup69106_c3_g4	K23271
isogroup59473_c0_g2	K10352
isogroup69905_c1_g1	K07838
isogroup63387_c0_g1	K08892
isogroup50858_c0_g1	K00670
isogroup72353_c0_g4	K10408
isogroup65975_c0_g1	K05909
isogroup26400_c0_g1	K23033
isogroup67032_c0_g2	K05695
isogroup76223_c2_g1	K02998
isogroup8944_c0_g1	K02957
isogroup109493_c0_g1	K11430
isogroup75726_c2_g1	K13094
isogroup71892_c2_g1	K19907
isogroup61077_c0_g1	K16726
isogroup74478_c2_g3	K08957
isogroup76498_c1_g1	K00624
isogroup71923_c0_g1	K17579
isogroup94840_c0_g1	K22614
isogroup69730_c3_g1	K01069
isogroup68052_c0_g2	K13800
isogroup70651_c0_g1	K11648
isogroup68732_c6_g13	K18626
isogroup56443_c0_g1	K18420
isogroup90646_c0_g1	K22125
isogroup76755_c2_g1	K15175
isogroup71388_c2_g1	K24759
isogroup65807_c1_g1	K16865
isogroup1929_c0_g1	K10532
isogroup118066_c0_g1	K12666
isogroup64647_c0_g1	K19384
isogroup68423_c4_g2	K13251
isogroup29070_c0_g1	K04567
isogroup70621_c0_g1	K20192
isogroup58994_c0_g1	K13199
isogroup39863_c0_g1	K09502
isogroup119297_c0_g1	K03938
isogroup72620_c2_g1	K03514
isogroup70224_c2_g1	K02981
isogroup55805_c0_g3	K15040
isogroup119889_c0_g1	K09512
isogroup75860_c0_g1	K05291
isogroup67722_c6_g2	K11587
isogroup61778_c0_g1	K18622
isogroup45666_c0_g1	K11837
isogroup70903_c2_g2	K02955
isogroup78645_c2_g20	K15102
isogroup65489_c0_g3	K15003
isogroup75005_c0_g2	K22291
isogroup68469_c2_g3	K07562
isogroup107893_c0_g1	K21347
isogroup33596_c0_g1	K10270
isogroup72496_c1_g9	K17592
isogroup73282_c0_g1	K11512
isogroup65313_c0_g1	K03626
isogroup70225_c2_g1	K00871
isogroup72827_c7_g2	K23691
isogroup95305_c0_g1	K13356
isogroup64790_c1_g2	K03257
isogroup70987_c0_g1	K23424
isogroup70577_c4_g1	K09506
isogroup112060_c0_g1	K12460
isogroup79269_c1_g2	K23883
isogroup68595_c0_g1	K07918
isogroup79036_c2_g1	K24509
isogroup76728_c1_g2	K22754
isogroup76788_c0_g1	K09487
isogroup71321_c2_g1	K16310
isogroup54591_c0_g3	K00140
isogroup74696_c1_g2	K20371
isogroup92344_c0_g1	K11844
isogroup73821_c0_g2	K09848
isogroup77927_c1_g1	K16726
isogroup73773_c2_g1	K14320
isogroup69433_c3_g8	K02865
isogroup77150_c0_g2	K21289
isogroup73144_c1_g4	K16353
isogroup97726_c0_g1	K11390
isogroup74523_c2_g1	K16676
isogroup75217_c0_g1	K00699
isogroup32887_c0_g1	K15902
isogroup37105_c0_g1	K24735
isogroup66001_c13_g1	K11643
isogroup51769_c0_g1	K20223
isogroup39626_c0_g1	K08892
isogroup44254_c0_g1	K09448
isogroup57137_c0_g1	K24132
isogroup72279_c0_g3	K08292
isogroup78227_c1_g1	K20408
isogroup67781_c0_g2	K11251
isogroup53165_c0_g1	K04077
isogroup77309_c1_g1	K19526
isogroup76461_c0_g4	K10770
isogroup82325_c0_g1	K00683
isogroup64716_c0_g1	K25165
isogroup75154_c3_g2	K01892
isogroup121912_c0_g1	K20471
isogroup78117_c0_g1	K10750
isogroup58060_c0_g1	K09276
isogroup73409_c0_g1	K08864
isogroup73126_c1_g2	K11267
isogroup44284_c0_g1	K18179
isogroup64724_c0_g2	K10691
isogroup76853_c1_g1	K13539
isogroup71687_c0_g1	K08734
isogroup30816_c0_g1	K10410
isogroup75488_c0_g3	K11188
isogroup87785_c0_g1	K08852
isogroup73510_c3_g1	K05218
isogroup69407_c1_g1	K14527
isogroup77574_c7_g1	K19675
isogroup77102_c0_g1	K22614
isogroup13263_c0_g2	K08964
isogroup28310_c0_g1	K24335
isogroup69988_c3_g1	K10134
isogroup73228_c0_g5	K12614
isogroup67933_c4_g1	K10691
isogroup69110_c0_g2	K08139
isogroup70655_c5_g1	K23679
isogroup73521_c0_g3	K13116
isogroup1299_c0_g1	K24155
isogroup71550_c0_g1	K12301
isogroup72147_c9_g1	K02937
isogroup26339_c0_g1	K04912
isogroup52686_c1_g1	K08892
isogroup51294_c0_g1	K04373
isogroup77521_c0_g1	K06584
isogroup51352_c0_g1	K03174
isogroup69579_c1_g1	K03868
isogroup77681_c0_g4	K13963
isogroup59915_c0_g1	K16197
isogroup30266_c0_g1	K09173
isogroup70950_c0_g2	K17418
isogroup29059_c0_g1	K01915
isogroup71141_c2_g3	K07393
isogroup58225_c0_g1	K02898
isogroup115812_c0_g1	K10597
isogroup77289_c3_g1	K00863
isogroup68471_c2_g1	K17423
isogroup77599_c2_g1	K06237
isogroup74377_c2_g1	K08568
isogroup76884_c0_g2	K12479
isogroup21197_c0_g1	K02105
isogroup67142_c2_g2	K05658
isogroup78296_c1_g1	K17987
isogroup57227_c0_g1	K01365
isogroup54862_c0_g1	K06580
isogroup125436_c0_g1	K14816
isogroup74254_c0_g2	K09584
isogroup68494_c0_g1	K10359
isogroup69886_c2_g3	K13126
isogroup78357_c1_g4	K16483
isogroup48801_c0_g3	K03108
isogroup70549_c0_g3	K01487
isogroup76559_c0_g1	K20178
isogroup73107_c7_g1	K03679
isogroup74729_c1_g2	K12035
isogroup75780_c1_g1	K11665
isogroup40432_c0_g1	K03232
isogroup120610_c0_g1	K12385
isogroup75507_c0_g2	K05730
isogroup41761_c0_g1	K15109
isogroup60433_c0_g1	K20216
isogroup75000_c0_g1	K04467
isogroup68898_c0_g1	K23600
isogroup63342_c0_g4	K10104
isogroup35810_c0_g1	K03039
isogroup121415_c0_g1	K00560
isogroup58205_c0_g1	K13912
isogroup70169_c11_g1	K08056
isogroup75171_c0_g1	K18464
isogroup66680_c0_g1	K17286
isogroup78989_c8_g1	K09496
isogroup90936_c0_g1	K08683
isogroup60893_c0_g1	K16669
isogroup62339_c1_g1	K14621
isogroup77871_c0_g1	K05546
isogroup68219_c4_g1	K04079
isogroup75269_c5_g4	K12307
isogroup75475_c3_g1	K16572
isogroup70608_c1_g2	K10268
isogroup71174_c0_g1	K02988
isogroup123347_c0_g1	K08892
isogroup71821_c0_g2	K09627
isogroup73579_c2_g2	K16717
isogroup11558_c0_g1	K18047
isogroup65927_c0_g1	K20520
isogroup14053_c0_g1	K02923
isogroup35859_c0_g1	K05695
isogroup54177_c0_g1	K17292
isogroup79394_c10_g1	K10380
isogroup121813_c0_g1	K24739
isogroup76584_c0_g1	K12580
isogroup72266_c0_g3	K00326
isogroup76295_c1_g1	K20191
isogroup76520_c0_g1	K11269
isogroup48588_c0_g2	K09366
isogroup65489_c0_g2	K14999
isogroup71514_c4_g1	K00760
isogroup77827_c6_g3	K04079
isogroup76943_c0_g3	K05396
isogroup66555_c0_g5	K17751
isogroup75086_c5_g1	K01858
isogroup52160_c0_g1	K13101
isogroup74097_c4_g1	K16458
isogroup110248_c0_g1	K02870
isogroup70984_c4_g1	K02959
isogroup41485_c0_g1	K11251
isogroup70264_c1_g1	K13505
isogroup52635_c1_g2	K01183
isogroup80517_c0_g1	K06279
isogroup76830_c0_g1	K24974
isogroup78700_c2_g1	K12600
isogroup77395_c0_g7	K22754
isogroup73591_c3_g2	K03362
isogroup77009_c0_g2	K19675
isogroup55425_c0_g1	K06037
isogroup52528_c0_g1	K01276
isogroup66141_c4_g12	K02951
isogroup78332_c0_g1	K19719
isogroup60634_c0_g1	K24155
isogroup77492_c1_g2	K12343
isogroup77187_c12_g3	K02891
isogroup68799_c0_g2	K03102
isogroup74498_c8_g6	K05692
isogroup65591_c0_g1	K05312
isogroup70035_c8_g12	K03231
isogroup52762_c0_g1	K24839
isogroup67033_c0_g1	K12657
isogroup69896_c0_g1	K16185
isogroup71251_c1_g1	K10752
isogroup78925_c1_g1	K11886
isogroup36895_c0_g1	K22262
isogroup41591_c0_g1	K22503
isogroup48191_c0_g2	K03236
isogroup71518_c2_g2	K12035
isogroup96653_c0_g1	K14538
isogroup98466_c0_g1	K10086
isogroup75725_c1_g1	K12562
isogroup36585_c0_g1	K07203
isogroup72739_c10_g1	K12833
isogroup35461_c0_g1	K00500
isogroup72904_c0_g4	K23552
isogroup33885_c0_g1	K00522
isogroup69589_c2_g1	K07560
isogroup77002_c1_g2	K10289
isogroup73714_c0_g1	K04461
isogroup81645_c0_g1	K12661
isogroup60914_c0_g2	K01363
isogroup75089_c1_g1	K20125
isogroup68344_c2_g1	K11968
isogroup51595_c0_g1	K06825
isogroup54110_c0_g1	K11840
isogroup73129_c7_g1	K11373
isogroup89306_c0_g1	K00287
isogroup57012_c0_g2	K00799
isogroup68319_c10_g1	K07152
isogroup74866_c3_g1	K17943
isogroup104616_c0_g1	K11253
isogroup31553_c0_g1	K07876
isogroup97593_c0_g1	K14085
isogroup69786_c0_g1	K22614
isogroup69441_c1_g1	K14860
isogroup64505_c0_g1	K22369
isogroup76017_c0_g1	K14539
isogroup66662_c8_g3	K05768
isogroup67697_c17_g1	K01623
isogroup76203_c1_g2	K02922
isogroup63266_c0_g5	K04437
isogroup2100_c0_g1	K20251
isogroup59734_c0_g1	K04658
isogroup107446_c0_g1	K17512
isogroup72879_c0_g2	K15106
isogroup65855_c0_g12	K10382
isogroup74463_c0_g2	K22614
isogroup74783_c2_g1	K12580
isogroup67595_c5_g1	K02973
isogroup76487_c2_g1	K16726
isogroup61479_c0_g1	K01298
isogroup66675_c0_g1	K11248
isogroup69257_c2_g1	K12737
isogroup72743_c5_g3	K03256
isogroup70404_c0_g2	K18183
isogroup73037_c0_g1	K10406
isogroup30226_c0_g1	K20189
isogroup78354_c0_g3	K10359
isogroup47524_c0_g1	K12460
isogroup76934_c2_g1	K03934
isogroup76625_c1_g1	K20121
isogroup36820_c0_g2	K17732
isogroup75708_c0_g2	K11142
isogroup55817_c0_g3	K00850
isogroup77727_c2_g1	K25070
isogroup71852_c0_g3	K13720
isogroup75128_c2_g1	K03963
isogroup73423_c0_g1	K18739
isogroup58419_c0_g2	K02894
isogroup69766_c1_g1	K20656
isogroup68509_c0_g1	K24013
isogroup69326_c0_g4	K12739
isogroup9186_c0_g1	K12236
isogroup75602_c0_g1	K15133
isogroup67166_c1_g7	K13122
isogroup72622_c0_g1	K17461
isogroup63773_c0_g3	K05762
isogroup68034_c8_g3	K12854
isogroup24804_c0_g1	K09022
isogroup53962_c0_g1	K13963
isogroup79847_c0_g1	K18619
isogroup91426_c0_g1	K03163
isogroup76284_c4_g3	K04984
isogroup65397_c0_g1	K17279
isogroup75869_c4_g2	K02144
isogroup5171_c0_g1	K05760
isogroup16759_c0_g1	K18041
isogroup51717_c0_g1	K00471
isogroup67022_c17_g5	K03626
isogroup72472_c1_g1	K22987
