isogroup1909_c0_g3	K20818
isogroup6400_c1_g1	K00819
isogroup7193_c0_g1	K01365
isogroup126932_c0_g1	K11214
isogroup16212_c0_g1	K08892
isogroup20435_c1_g1	K11307
isogroup40117_c0_g1	K22936
isogroup9780_c0_g1	K06820
isogroup915_c1_g1	K11869
isogroup96143_c0_g1	K20372
isogroup151180_c0_g1	K00461
isogroup39110_c0_g1	K04658
isogroup20120_c0_g2	K08770
isogroup5652_c0_g3	K12229
isogroup21236_c0_g1	K06271
isogroup4101_c0_g1	K06700
isogroup1107_c0_g1	K21027
isogroup2642_c0_g1	K21125
isogroup96598_c0_g1	K01874
isogroup7113_c0_g1	K02998
isogroup16545_c0_g2	K04077
isogroup4113_c1_g1	K14309
isogroup150699_c0_g1	K13142
isogroup8335_c0_g1	K07203
isogroup16110_c0_g1	K23567
isogroup20008_c0_g1	K10582
isogroup7513_c0_g1	K14020
isogroup24117_c0_g1	K20456
isogroup68042_c0_g1	K14157
isogroup56295_c0_g1	K10356
isogroup58914_c0_g1	K12404
isogroup2968_c0_g2	K05643
isogroup46580_c0_g1	K23288
isogroup80799_c0_g1	K15369
isogroup81126_c0_g1	K07901
isogroup95924_c0_g1	K07922
isogroup60477_c0_g1	K00658
isogroup9326_c0_g1	K24469
isogroup8638_c0_g1	K19021
isogroup18974_c0_g1	K10879
isogroup7207_c0_g2	K12035
isogroup3909_c0_g1	K15979
isogroup39707_c0_g1	K05641
isogroup12069_c0_g1	K00894
isogroup38117_c0_g2	K02156
isogroup88135_c0_g1	K13093
isogroup2703_c0_g2	K16466
isogroup4611_c0_g1	K16599
isogroup1011_c0_g1	K02927
isogroup957_c0_g1	K03066
isogroup30738_c0_g5	K23820
isogroup1921_c0_g3	K16507
isogroup19508_c0_g1	K11153
isogroup30941_c0_g2	K12622
isogroup8438_c0_g1	K20067
isogroup23652_c0_g1	K06233
isogroup1584_c0_g1	K01050
isogroup25126_c0_g1	K06126
isogroup152485_c0_g1	K15409
isogroup29814_c0_g2	K00804
isogroup1088_c0_g1	K20465
isogroup24802_c0_g1	K09492
isogroup172568_c0_g1	K12946
isogroup17286_c0_g7	K21347
isogroup18893_c0_g3	K14539
isogroup160214_c0_g1	K07588
isogroup12575_c0_g2	K04437
isogroup5074_c0_g1	K14827
isogroup17173_c0_g1	K19036
isogroup19710_c0_g1	K12900
isogroup302_c0_g1	K07374
isogroup6838_c0_g1	K02898
isogroup8276_c0_g1	K06820
isogroup10261_c0_g1	K07904
isogroup2159_c0_g1	K00142
isogroup46603_c0_g1	K13997
isogroup79685_c0_g1	K19584
isogroup173583_c0_g1	K00471
isogroup144308_c0_g1	K08292
isogroup112243_c0_g1	K14415
isogroup5868_c0_g2	K14554
isogroup82772_c0_g1	K04676
isogroup177236_c0_g1	K04727
isogroup81958_c0_g1	K22128
isogroup93969_c0_g1	K00573
isogroup31000_c0_g1	K09613
isogroup27909_c1_g2	K23568
isogroup10962_c1_g1	K09499
isogroup42209_c0_g1	K19363
isogroup20169_c0_g1	K03030
isogroup7633_c0_g1	K08798
isogroup22159_c1_g1	K11765
isogroup14192_c0_g1	K17081
isogroup170425_c0_g1	K21413
isogroup5295_c0_g1	K16584
isogroup33242_c0_g1	K09527
isogroup56326_c0_g1	K05724
isogroup33360_c0_g1	K20456
isogroup19876_c0_g1	K14530
isogroup1309_c0_g1	K12350
isogroup16279_c0_g1	K07293
isogroup131827_c0_g1	K23424
isogroup2359_c0_g2	K23285
isogroup24628_c0_g2	K16669
isogroup10180_c0_g1	K07197
isogroup88867_c0_g1	K00721
isogroup27575_c0_g1	K01231
isogroup3169_c0_g2	K00939
isogroup84579_c0_g1	K11254
isogroup13177_c2_g1	K14454
isogroup9879_c0_g1	K03243
isogroup2802_c0_g1	K08105
isogroup21267_c0_g1	K03061
isogroup11193_c0_g1	K20630
isogroup4051_c0_g1	K04567
isogroup52769_c0_g1	K15719
isogroup1341_c0_g1	K04715
isogroup28185_c1_g1	K23209
isogroup34041_c0_g1	K03246
isogroup6493_c0_g1	K10847
isogroup1358_c1_g1	K13169
isogroup28704_c2_g1	K14401
isogroup245_c0_g2	K20813
isogroup21465_c0_g4	K03009
isogroup1431_c0_g2	K22182
isogroup52837_c0_g1	K00624
isogroup5951_c0_g1	K22754
isogroup50939_c0_g1	K08766
isogroup19357_c0_g1	K16734
isogroup36370_c0_g1	K18726
isogroup50781_c0_g1	K21290
isogroup25554_c0_g4	K09108
isogroup821_c0_g1	K22017
isogroup79934_c0_g1	K02373
isogroup30033_c0_g1	K10104
isogroup61439_c0_g1	K08653
isogroup157213_c0_g1	K08073
isogroup54975_c0_g1	K19770
isogroup25949_c0_g4	K19511
isogroup6740_c0_g1	K06059
isogroup21014_c4_g1	K04946
isogroup100479_c0_g1	K10798
isogroup150846_c0_g1	K16669
isogroup8796_c0_g1	K08803
isogroup13438_c0_g1	K06133
isogroup18336_c1_g1	K24824
isogroup8769_c1_g3	K06835
isogroup24361_c0_g1	K03259
isogroup20511_c0_g1	K22255
isogroup36374_c0_g2	K08601
isogroup148806_c0_g1	K10457
isogroup40046_c0_g1	K00688
isogroup63082_c0_g1	K00876
isogroup125467_c0_g1	K01641
isogroup49607_c0_g1	K05858
isogroup65456_c0_g1	K10798
isogroup164110_c0_g1	K10839
isogroup1399_c0_g2	K02868
isogroup20344_c0_g2	K05755
isogroup20_c0_g1	K16483
isogroup58989_c0_g1	K02870
isogroup2464_c0_g1	K16669
isogroup1373_c0_g1	K18412
isogroup5620_c0_g1	K21247
isogroup91270_c0_g2	K13499
isogroup115552_c0_g1	K02954
isogroup113086_c0_g1	K11650
isogroup34361_c0_g1	K10408
isogroup48797_c0_g1	K01581
isogroup51351_c0_g1	K00744
isogroup10506_c0_g5	K02949
isogroup4003_c0_g1	K06777
isogroup8606_c0_g1	K09214
isogroup28860_c0_g1	K05719
isogroup51492_c0_g1	K00294
isogroup18_c0_g2	K20129
isogroup938_c1_g1	K14832
isogroup42112_c0_g1	K22125
isogroup41311_c0_g1	K07374
isogroup1550_c0_g2	K10645
isogroup112366_c0_g1	K22943
isogroup71028_c0_g1	K14713
isogroup7162_c0_g1	K12843
isogroup166490_c0_g1	K12829
isogroup7205_c0_g3	K07901
isogroup1046_c0_g1	K23215
isogroup561_c0_g1	K11713
isogroup1992_c0_g3	K17503
isogroup13951_c0_g2	K20899
isogroup87923_c0_g1	K02935
isogroup161385_c0_g1	K12817
isogroup26497_c0_g1	K05692
isogroup19476_c0_g1	K08886
isogroup4488_c0_g1	K09228
isogroup149106_c0_g1	K07752
isogroup55611_c0_g6	K03017
isogroup54759_c0_g1	K15255
isogroup48364_c0_g1	K01679
isogroup8635_c0_g1	K23859
isogroup68231_c0_g1	K11366
isogroup24683_c0_g1	K23343
isogroup158858_c0_g1	K14829
isogroup13653_c0_g1	K00541
isogroup16593_c0_g1	K00134
isogroup4262_c0_g1	K10523
isogroup127875_c0_g1	K18629
isogroup5399_c0_g1	K10158
isogroup124988_c0_g1	K20120
isogroup45676_c0_g1	K23539
isogroup16542_c0_g2	K15106
isogroup157600_c0_g1	K12882
isogroup2535_c0_g2	K18993
isogroup37976_c0_g1	K24736
isogroup156369_c0_g1	K16669
isogroup35409_c0_g1	K00088
isogroup28817_c0_g1	K01803
isogroup55653_c0_g1	K15633
isogroup139244_c0_g1	K18411
isogroup111539_c0_g1	K01194
isogroup102079_c0_g1	K07190
isogroup14742_c0_g1	K19511
isogroup10745_c1_g1	K03231
isogroup36640_c0_g1	K14638
isogroup35286_c0_g1	K13431
isogroup44070_c0_g1	K01647
isogroup97050_c0_g1	K02320
isogroup1368_c1_g1	K17778
isogroup13268_c0_g1	K23909
isogroup44621_c0_g1	K04615
isogroup165050_c0_g1	K06632
isogroup164993_c0_g1	K10442
isogroup56964_c0_g2	K15686
isogroup6854_c1_g3	K02989
isogroup6576_c0_g1	K17286
isogroup285_c0_g1	K01280
isogroup36828_c0_g1	K10699
isogroup16178_c0_g1	K22563
isogroup61948_c0_g1	K01889
isogroup37759_c0_g1	K13444
isogroup3039_c0_g1	K16910
isogroup131740_c0_g1	K17262
isogroup29711_c0_g1	K11487
isogroup76983_c0_g1	K01065
isogroup83103_c0_g1	K08601
isogroup52307_c0_g1	K12860
isogroup8159_c0_g2	K16197
isogroup44184_c0_g1	K20223
isogroup11929_c0_g1	K20224
isogroup9477_c0_g1	K02264
isogroup25207_c0_g1	K24983
isogroup4150_c0_g2	K23456
isogroup115482_c0_g1	K19656
isogroup15644_c0_g2	K09848
isogroup43979_c0_g1	K20042
isogroup14088_c0_g1	K15010
isogroup112414_c0_g1	K08816
isogroup92335_c0_g1	K07573
isogroup53372_c0_g1	K00541
isogroup5532_c0_g1	K06685
isogroup8250_c0_g1	K11887
isogroup4849_c0_g1	K14521
isogroup25114_c0_g1	K13097
isogroup22966_c0_g1	K09234
isogroup45358_c0_g1	K11318
isogroup10730_c0_g1	K15280
isogroup51_c0_g1	K10408
isogroup127109_c0_g1	K13667
isogroup2367_c0_g1	K01092
isogroup65149_c0_g1	K17637
isogroup14958_c0_g1	K02370
isogroup69736_c0_g1	K22503
isogroup10361_c0_g1	K20409
isogroup28110_c1_g1	K03013
isogroup1687_c0_g1	K12026
isogroup40824_c0_g2	K12197
isogroup101748_c0_g1	K23691
isogroup35641_c0_g1	K20302
isogroup8190_c0_g1	K00541
isogroup23855_c0_g1	K00025
isogroup22598_c0_g1	K13126
isogroup88523_c0_g1	K11126
isogroup144579_c0_g1	K00901
isogroup69693_c0_g1	K07910
isogroup129984_c0_g1	K16175
isogroup42310_c0_g1	K20194
isogroup11434_c0_g1	K03005
isogroup12450_c0_g1	K04552
isogroup1827_c0_g1	K12647
isogroup43139_c0_g1	K00615
isogroup12234_c0_g2	K00826
isogroup9707_c0_g1	K01870
isogroup13519_c0_g1	K06560
isogroup70309_c0_g1	K09533
isogroup11982_c0_g1	K04437
isogroup137188_c0_g1	K22470
isogroup41480_c0_g1	K21955
isogroup22921_c0_g1	K24047
isogroup68411_c0_g1	K04984
isogroup116285_c0_g1	K06238
isogroup166186_c0_g1	K16669
isogroup55004_c0_g1	K22827
isogroup21686_c0_g1	K16726
isogroup155862_c0_g1	K24498
isogroup81487_c0_g1	K03027
isogroup105462_c0_g1	K02963
isogroup2148_c0_g1	K17307
isogroup24040_c0_g1	K11729
isogroup6541_c0_g2	K18159
isogroup35626_c0_g1	K14410
isogroup30004_c0_g3	K01641
isogroup37685_c0_g1	K18741
isogroup8263_c0_g1	K02958
isogroup5275_c0_g3	K04424
isogroup2601_c0_g1	K21768
isogroup28117_c0_g1	K23309
isogroup929_c0_g1	K09699
isogroup64_c0_g4	K10645
isogroup43313_c0_g1	K10799
isogroup30755_c0_g1	K23960
isogroup1365_c0_g3	K11307
isogroup11545_c0_g1	K10407
isogroup16442_c0_g1	K06271
isogroup148522_c0_g1	K01365
isogroup12787_c0_g1	K10865
isogroup104103_c0_g1	K14845
isogroup47374_c0_g2	K11435
isogroup5592_c0_g3	K24469
isogroup8582_c0_g1	K25129
isogroup1377_c1_g3	K09583
isogroup53055_c0_g1	K17306
isogroup41484_c1_g2	K14638
isogroup3873_c1_g1	K17554
isogroup36329_c0_g1	K00461
isogroup50209_c0_g1	K21890
isogroup1337_c0_g1	K05695
isogroup163217_c0_g1	K22988
isogroup82223_c0_g1	K11665
isogroup18787_c0_g1	K11886
isogroup33840_c0_g1	K19868
isogroup370_c0_g1	K16197
isogroup21978_c0_g1	K11153
isogroup102428_c0_g1	K13153
isogroup19574_c0_g1	K08770
isogroup21913_c0_g1	K05688
isogroup12192_c0_g1	K02875
isogroup13611_c1_g2	K13948
isogroup100384_c0_g1	K18693
isogroup77275_c0_g1	K16576
isogroup26257_c0_g1	K14992
isogroup59536_c0_g1	K05692
isogroup14913_c0_g1	K04078
isogroup21768_c0_g1	K09452
isogroup37557_c0_g1	K11153
isogroup12086_c0_g1	K12591
isogroup10125_c0_g1	K12035
isogroup67172_c0_g1	K05619
isogroup19983_c0_g1	K18406
isogroup61363_c0_g1	K02357
isogroup44662_c1_g1	K10408
isogroup90269_c0_g1	K03267
isogroup54782_c0_g1	K14007
isogroup32452_c0_g1	K16811
isogroup13772_c0_g2	K09493
isogroup9972_c0_g1	K03781
isogroup44004_c0_g1	K03251
isogroup6348_c0_g1	K06564
isogroup914_c0_g1	K18671
isogroup8568_c0_g1	K17605
isogroup72014_c0_g1	K21413
isogroup27364_c0_g1	K09114
isogroup11578_c0_g1	K07048
isogroup96834_c0_g1	K15028
isogroup8592_c0_g2	K12172
isogroup79589_c0_g1	K16588
isogroup5510_c0_g1	K11136
isogroup67212_c0_g1	K14009
isogroup164045_c0_g1	K02087
isogroup179020_c0_g1	K15084
isogroup42396_c0_g1	K15028
isogroup3956_c1_g1	K13515
isogroup102937_c0_g1	K04955
isogroup42047_c0_g1	K10582
isogroup66557_c0_g1	K16507
isogroup2823_c0_g1	K00613
isogroup4863_c1_g1	K14530
isogroup2821_c0_g3	K10693
isogroup35720_c0_g2	K04728
isogroup164134_c0_g1	K11518
isogroup558_c0_g1	K18709
isogroup22261_c0_g1	K06709
isogroup44175_c0_g1	K07889
isogroup6442_c0_g2	K15283
isogroup50531_c0_g1	K11967
isogroup86578_c0_g1	K15423
isogroup26958_c0_g1	K12311
isogroup52936_c0_g1	K02183
isogroup124716_c0_g1	K23341
isogroup136850_c0_g1	K10082
isogroup2512_c0_g1	K12850
isogroup71310_c0_g1	K05676
isogroup18775_c0_g1	K22068
isogroup3708_c0_g1	K18441
isogroup132_c0_g1	K09200
isogroup38655_c0_g1	K12804
isogroup66709_c0_g1	K10100
isogroup32044_c0_g1	K19874
isogroup3452_c0_g1	K05294
isogroup81003_c0_g1	K08488
isogroup2465_c0_g1	K13107
isogroup87195_c0_g1	K12734
isogroup58072_c0_g1	K19525
isogroup109969_c0_g1	K20402
isogroup1966_c0_g1	K14938
isogroup26489_c0_g1	K20126
isogroup172829_c0_g1	K09848
isogroup120090_c0_g1	K20792
isogroup114172_c0_g1	K02183
isogroup446_c0_g3	K00799
isogroup24630_c0_g1	K01336
isogroup82276_c0_g1	K11644
isogroup1859_c0_g1	K11127
isogroup19730_c0_g1	K16726
isogroup6169_c0_g2	K14216
isogroup104888_c0_g1	K02989
isogroup8017_c0_g2	K10990
isogroup79105_c0_g2	K15730
isogroup175639_c0_g1	K00750
isogroup26283_c0_g1	K08707
isogroup104_c0_g1	K01273
isogroup22606_c0_g1	K01079
isogroup133725_c0_g1	K00901
isogroup151612_c0_g1	K12586
isogroup27924_c0_g2	K07874
isogroup36098_c0_g2	K10639
isogroup129381_c0_g1	K08517
isogroup118_c0_g1	K10408
isogroup34006_c1_g1	K12667
isogroup13259_c0_g1	K01379
isogroup80124_c0_g1	K00109
isogroup98941_c0_g1	K14216
isogroup22881_c0_g2	K24335
isogroup18118_c0_g1	K07955
isogroup94170_c0_g1	K14793
isogroup1554_c0_g1	K17307
isogroup167955_c0_g1	K00128
isogroup152946_c0_g1	K19367
isogroup2762_c0_g5	K04079
isogroup158152_c0_g1	K05863
isogroup48703_c0_g1	K21879
isogroup85468_c0_g1	K03066
isogroup4320_c0_g3	K12800
isogroup24496_c0_g1	K04615
isogroup48805_c0_g1	K22282
isogroup58618_c0_g1	K12400
isogroup23658_c1_g1	K04430
isogroup35883_c0_g1	K22614
isogroup68701_c0_g1	K08576
isogroup23565_c0_g1	K23390
isogroup84387_c0_g1	K13758
isogroup4464_c0_g1	K24938
isogroup908_c0_g1	K21248
isogroup48719_c0_g1	K17871
isogroup95441_c0_g1	K04575
isogroup149404_c0_g1	K12272
isogroup21730_c0_g1	K04437
isogroup1269_c0_g2	K22383
isogroup22096_c0_g1	K03966
isogroup32745_c0_g1	K17086
isogroup12888_c0_g1	K10104
isogroup15720_c0_g2	K04632
isogroup50840_c0_g1	K19766
isogroup83043_c0_g1	K05724
isogroup15072_c0_g1	K20719
isogroup784_c0_g1	K05124
isogroup40451_c0_g1	K08015
isogroup14825_c0_g1	K09848
isogroup20861_c0_g1	K11295
isogroup102046_c0_g1	K19511
isogroup121808_c0_g1	K00911
isogroup28150_c0_g1	K01307
isogroup9624_c0_g1	K09363
isogroup26100_c0_g1	K05619
isogroup170499_c0_g1	K06114
isogroup24929_c0_g2	K06271
isogroup14778_c0_g1	K12035
isogroup78_c0_g1	K10104
isogroup79917_c0_g1	K08051
isogroup26247_c0_g1	K24728
isogroup64481_c0_g1	K00140
isogroup40792_c0_g1	K05695
isogroup93618_c0_g1	K03238
isogroup47926_c0_g1	K14559
isogroup13734_c0_g3	K08869
isogroup132507_c0_g1	K15042
isogroup40575_c0_g1	K13098
isogroup8571_c2_g1	K03246
isogroup9553_c0_g1	K12828
isogroup195_c0_g1	K22614
isogroup38508_c0_g1	K13505
isogroup22534_c0_g1	K11974
isogroup112903_c0_g1	K18646
isogroup126875_c0_g1	K14726
isogroup3373_c0_g1	K19657
isogroup16359_c0_g2	K10104
isogroup1608_c0_g1	K23845
isogroup32027_c0_g2	K19942
isogroup100323_c0_g1	K16533
isogroup129415_c0_g1	K10756
isogroup55163_c0_g1	K00643
isogroup65498_c0_g1	K00280
isogroup33522_c0_g1	K12398
isogroup2824_c1_g2	K23293
isogroup89363_c0_g1	K18849
isogroup46534_c0_g1	K12192
isogroup5452_c0_g1	K02873
isogroup13150_c0_g1	K11807
isogroup130445_c0_g1	K01803
isogroup8673_c0_g1	K19538
isogroup96966_c0_g1	K20221
isogroup22007_c2_g2	K08341
isogroup96450_c0_g1	K03626
isogroup149473_c0_g1	K22017
isogroup135116_c0_g1	K11411
isogroup40192_c0_g1	K10456
isogroup3947_c0_g1	K02540
isogroup3831_c0_g1	K04424
isogroup80063_c0_g1	K02910
isogroup165340_c0_g1	K20162
isogroup14105_c0_g2	K07953
isogroup20383_c0_g2	K11778
isogroup8334_c0_g1	K05768
isogroup44411_c0_g1	K17960
isogroup45402_c0_g1	K10294
isogroup81978_c0_g1	K12459
isogroup14851_c0_g1	K00688
isogroup20260_c0_g1	K08819
isogroup163209_c0_g1	K01899
isogroup13414_c0_g1	K06069
isogroup973_c0_g2	K13505
isogroup25927_c0_g1	K04615
isogroup40252_c0_g1	K02900
isogroup16365_c0_g2	K05605
isogroup27331_c0_g1	K01107
isogroup46846_c0_g1	K12172
isogroup20706_c0_g1	K15503
isogroup17380_c0_g2	K02730
isogroup34134_c0_g1	K04797
isogroup2227_c0_g1	K02955
isogroup2984_c0_g1	K03283
isogroup80502_c0_g1	K01349
isogroup35978_c0_g1	K05769
isogroup102553_c0_g1	K19626
isogroup4565_c0_g1	K07238
isogroup133135_c0_g1	K11703
isogroup772_c0_g2	K10389
isogroup4804_c0_g1	K11964
isogroup13539_c0_g1	K14445
isogroup73218_c0_g1	K08653
isogroup115348_c0_g1	K02956
isogroup12630_c1_g1	K01415
isogroup29454_c0_g1	K00627
isogroup137745_c0_g1	K14947
isogroup113347_c0_g1	K03063
isogroup46684_c0_g1	K11429
isogroup517_c0_g1	K01897
isogroup14407_c0_g1	K17461
isogroup10842_c0_g1	K07937
isogroup29571_c0_g1	K11997
isogroup6489_c0_g2	K13115
isogroup128324_c0_g1	K16461
isogroup27285_c0_g1	K19514
isogroup40586_c2_g1	K01464
isogroup6940_c0_g1	K11251
isogroup50337_c0_g1	K08773
isogroup150057_c0_g1	K19676
isogroup2811_c0_g2	K13094
isogroup1078_c0_g1	K20776
isogroup209_c1_g1	K07203
isogroup44911_c0_g2	K02144
isogroup58854_c0_g1	K10976
isogroup12412_c0_g1	K14354
isogroup43154_c0_g1	K13347
isogroup2006_c0_g1	K10260
isogroup7984_c0_g2	K05643
isogroup24351_c0_g1	K10632
isogroup927_c0_g4	K00573
isogroup22537_c0_g1	K00364
isogroup56442_c0_g1	K14286
isogroup112892_c0_g1	K22937
isogroup125008_c0_g1	K10369
isogroup13770_c0_g2	K10411
isogroup2732_c0_g3	K02739
isogroup16302_c0_g2	K01102
isogroup4291_c1_g1	K13179
isogroup20217_c2_g1	K02942
isogroup32970_c0_g1	K01008
isogroup25533_c0_g1	K05658
isogroup52688_c0_g1	K07512
isogroup52959_c0_g1	K17086
isogroup118159_c0_g1	K14778
isogroup50692_c0_g1	K00111
isogroup520_c0_g1	K08834
isogroup4303_c0_g3	K14797
isogroup13484_c0_g1	K00830
isogroup128802_c0_g1	K24937
isogroup3711_c0_g1	K11997
isogroup150094_c0_g1	K19026
isogroup16137_c1_g1	K09498
isogroup2621_c0_g1	K17085
isogroup15150_c0_g1	K01866
isogroup24927_c0_g1	K04646
isogroup58209_c0_g1	K12197
isogroup49584_c0_g1	K14572
isogroup7531_c0_g1	K08106
isogroup47802_c0_g1	K20056
isogroup14434_c0_g1	K24997
isogroup3551_c0_g1	K01599
isogroup166891_c0_g1	K12184
isogroup97197_c0_g1	K01277
isogroup66489_c0_g1	K00734
isogroup171090_c0_g1	K03061
isogroup13188_c0_g3	K00869
isogroup140451_c0_g1	K08492
isogroup51150_c1_g1	K20161
isogroup126036_c0_g1	K05402
isogroup126966_c0_g1	K09173
isogroup15123_c0_g2	K14947
isogroup33206_c0_g1	K01415
isogroup5023_c0_g2	K11885
isogroup11735_c0_g1	K23555
isogroup7267_c0_g1	K19363
isogroup141396_c0_g1	K13720
isogroup51726_c0_g1	K11224
isogroup150136_c0_g1	K19525
isogroup133750_c0_g1	K01312
isogroup38601_c0_g1	K10408
isogroup23103_c0_g2	K12035
isogroup7687_c0_g1	K23820
isogroup6218_c0_g1	K07874
isogroup23964_c0_g1	K10798
isogroup116407_c0_g1	K04440
isogroup29606_c0_g1	K13539
isogroup12933_c0_g2	K00306
isogroup52068_c0_g1	K03671
isogroup87147_c0_g1	K12878
isogroup48686_c0_g1	K18465
isogroup15772_c0_g1	K03869
isogroup13490_c0_g1	K01530
isogroup6379_c0_g1	K03141
isogroup32064_c0_g1	K03137
isogroup43173_c0_g1	K07891
isogroup839_c1_g1	K21890
isogroup167107_c0_g1	K21946
isogroup154770_c0_g1	K08892
isogroup12453_c0_g2	K06584
isogroup78722_c0_g1	K16513
isogroup156721_c0_g1	K12168
isogroup27500_c0_g1	K11344
isogroup117958_c0_g1	K13025
isogroup157781_c0_g1	K19942
isogroup66700_c0_g1	K05695
isogroup95336_c0_g1	K01930
isogroup9857_c2_g2	K03165
isogroup44236_c0_g1	K24195
isogroup81366_c0_g1	K02885
isogroup153953_c0_g1	K12871
isogroup1253_c0_g1	K14406
isogroup143868_c0_g1	K01641
isogroup36563_c0_g1	K12405
isogroup158424_c0_g1	K03283
isogroup46511_c0_g1	K04648
isogroup64685_c0_g1	K13907
isogroup5378_c0_g1	K03128
isogroup26256_c0_g1	K20636
isogroup59146_c0_g1	K00933
isogroup9474_c0_g1	K15559
isogroup74365_c0_g1	K00729
isogroup35087_c0_g1	K02976
isogroup60461_c0_g1	K19626
isogroup46107_c0_g1	K10688
isogroup124603_c0_g1	K01513
isogroup25587_c0_g1	K10609
isogroup52163_c0_g1	K06997
isogroup43730_c0_g1	K20410
isogroup3111_c1_g1	K03434
isogroup34338_c0_g2	K14206
isogroup24560_c0_g3	K05361
isogroup43760_c0_g1	K08516
isogroup29090_c0_g1	K04420
isogroup59698_c0_g1	K18258
isogroup23039_c1_g1	K05658
isogroup33388_c0_g1	K05673
isogroup117018_c0_g1	K08601
isogroup15345_c0_g1	K11680
isogroup75538_c0_g1	K23503
isogroup85308_c0_g1	K11824
isogroup4301_c0_g1	K12035
isogroup13219_c1_g1	K13912
isogroup158220_c0_g1	K12306
isogroup66386_c0_g1	K16344
isogroup90631_c0_g1	K07376
isogroup69455_c0_g1	K12835
isogroup84247_c0_g1	K13411
isogroup65774_c0_g1	K09608
isogroup33041_c0_g1	K16731
isogroup151921_c0_g1	K11368
isogroup23727_c0_g1	K15719
isogroup15689_c0_g2	K16674
isogroup136579_c0_g1	K14943
isogroup16182_c0_g1	K01027
isogroup13648_c0_g2	K16944
isogroup32550_c0_g1	K16726
isogroup148349_c0_g1	K09054
isogroup1622_c0_g1	K20301
isogroup20721_c0_g1	K15102
isogroup1417_c0_g1	K16914
isogroup6738_c0_g1	K10088
isogroup17148_c1_g2	K23194
isogroup19312_c0_g1	K04710
isogroup59626_c0_g1	K12311
isogroup1132_c0_g1	K09377
isogroup35488_c0_g1	K02877
isogroup139259_c0_g1	K10885
isogroup75257_c0_g2	K10614
isogroup74133_c0_g1	K00541
isogroup16348_c0_g1	K23439
isogroup138064_c0_g1	K17307
isogroup7215_c0_g1	K13698
isogroup28500_c0_g1	K13203
isogroup1551_c0_g2	K18665
isogroup41218_c1_g3	K09234
isogroup22401_c0_g1	K22017
isogroup16586_c0_g3	K22644
isogroup20507_c0_g1	K14815
isogroup16848_c0_g2	K00121
isogroup4000_c0_g2	K02685
isogroup19587_c0_g5	K20359
isogroup183_c0_g3	K14401
isogroup808_c0_g1	K17871
isogroup57774_c0_g1	K02156
isogroup8300_c0_g4	K15455
isogroup82921_c0_g1	K01539
isogroup24308_c0_g1	K12625
isogroup31319_c0_g1	K09848
isogroup10896_c0_g1	K06777
isogroup140829_c0_g1	K05658
isogroup35661_c0_g1	K03254
isogroup132911_c0_g1	K15014
isogroup30580_c0_g1	K01277
isogroup5873_c0_g1	K22858
isogroup6971_c0_g1	K01363
isogroup70382_c0_g2	K16780
isogroup6378_c0_g1	K17607
isogroup5852_c0_g1	K05695
isogroup65134_c0_g1	K22987
isogroup25171_c0_g1	K02580
isogroup11624_c0_g2	K11098
isogroup34420_c0_g1	K05606
isogroup43280_c0_g1	K25203
isogroup14844_c0_g2	K04392
isogroup38002_c0_g1	K00819
isogroup28126_c0_g1	K20289
isogroup4133_c0_g1	K19678
isogroup92934_c0_g1	K03878
isogroup12316_c0_g1	K02960
isogroup21809_c0_g1	K00658
isogroup168534_c0_g1	K16591
isogroup12419_c0_g1	K11718
isogroup56625_c0_g1	K12191
isogroup148547_c0_g1	K10771
isogroup286_c1_g1	K17592
isogroup794_c0_g2	K00888
isogroup24055_c0_g1	K17341
isogroup164499_c0_g1	K04984
isogroup3572_c0_g1	K14008
isogroup25141_c0_g1	K00069
isogroup49385_c0_g1	K00901
isogroup19473_c0_g1	K04437
isogroup4330_c0_g1	K19681
isogroup18902_c0_g2	K07755
isogroup111508_c0_g1	K09448
isogroup164649_c0_g1	K18588
isogroup79266_c0_g1	K06875
isogroup9369_c0_g1	K02993
isogroup30681_c0_g1	K06267
isogroup23526_c0_g1	K03234
isogroup31005_c0_g1	K20280
isogroup47856_c0_g1	K11855
isogroup8894_c0_g1	K14400
isogroup814_c0_g2	K21440
isogroup85777_c0_g1	K13982
isogroup10943_c0_g1	K14157
isogroup28232_c0_g1	K00873
isogroup3071_c0_g2	K01887
isogroup58130_c0_g1	K03083
isogroup29166_c0_g1	K05732
isogroup20601_c0_g1	K11247
isogroup1533_c1_g1	K23929
isogroup6809_c0_g1	K09368
isogroup131060_c0_g1	K06584
isogroup7833_c0_g1	K09228
isogroup125447_c0_g1	K24125
isogroup6349_c0_g3	K12197
isogroup15486_c0_g1	K16910
isogroup3190_c0_g1	K17601
isogroup7060_c0_g1	K04082
isogroup2440_c0_g1	K22614
isogroup133_c0_g1	K17598
isogroup150267_c0_g1	K10356
isogroup103688_c0_g1	K10685
isogroup50517_c0_g1	K03234
isogroup68333_c0_g1	K20314
isogroup31998_c0_g1	K16669
isogroup112840_c0_g1	K23309
isogroup17581_c0_g1	K14530
isogroup10007_c0_g1	K13443
isogroup49625_c0_g1	K12495
isogroup87749_c0_g1	K03253
isogroup16667_c0_g2	K23728
isogroup6407_c0_g1	K23879
isogroup74648_c0_g1	K23041
isogroup80319_c0_g1	K16583
isogroup35843_c0_g1	K05610
isogroup55182_c0_g1	K15370
isogroup22557_c0_g1	K05863
